id,question,answer,context,response,response_length,Faithfulness,Completeness,Answer_Relevance,Context_Relevance,Context_Recall,exact_match,generated_tokens,response_tokens,latency,resource_used
qz_1130,"What is the most common blood type in humans? A, B or O?",O,"O positive is the most common blood type. ... Whether your blood group is type A, B, AB or O is based on the blood types of your mother and father. ... Almost half (48%) of the UK population has blood group O, making this the most common blood group. ... Nearly half the UK population have blood type O, ... Why is type O blood most common? ... The Human Body health ... O is a nonfunctional allele, yet it is quite common in certain areas like South ... Blood Types Chart | Blood Group Information | American Red Cross ... Blood Types ... O positive is the most common blood type. Not all ethnic groups have the same mix of these blood types. Hispanic people, for example, have a relatively high number of O’s, while Asian people have a relatively high number of B’s. The mix of the different blood types in the U.S. population is: ... What's the Most Common Blood Type? | Blood Type Percentages ... Answer: The approximate distribution of blood types in the U.S. population is as follows: O-positive: 38 percent ... Type O-negative blood is called the universal donor type because it is compatible with any blood type.","The context explicitly states that O positive is the most common blood type and mentions that almost half of the UK population has blood group O, making it the most common. This directly supports the answer ""O.""",24,1,1,1,1,1,0,16041,395,12.217146635055542,1112361947.1679688
340,,,,,,,,,,,0,51134,395,12.217146635055542,1112361947.1679688
341,,,,,,,,,,,0,32842,395,12.217146635055542,1112361947.1679688
qz_1173,In which film was the song White Christmas first sung?,Holiday Inn,"White Christmas, is a 1954 American musical war film directed by Michael Curtiz and starring Bing Crosby, Danny Kaye, Vera-Ellen, and Rosemary Clooney. Filmed in Technicolor, White Christmas features the songs of Irving Berlin, including the title song, "" White Christmas "", which was originally introduced in Holiday Inn . The movie features two performances of the song; the first is an unadorned version by Bing Crosby sung against a music box accompaniment.","The context explicitly states that the song ""White Christmas"" was originally introduced in the 1942 film ""Holiday Inn,"" making it the first film to feature the song.",23,1,1,1,1,1,0,19498,234,10.394551038742065,1112361947.1679688
qz_1178,Which Pop Idol had a number one hit in 2004 called All This Time?,Michele McManus,"Pop Idol: Watch full length ... on to great things and has had a number one single and ... number one with their debut single in March 2004. In 2002 Pop Idol won the ... The Meaning of Love - Michelle McManus | Songs, Reviews, Credits | AllMusic The Meaning of Love google+ AllMusic Review                             by Sharon Mawer What makes a pop star? Or maybe the question should more accurately be ""What makes a Pop Idol?"" In 2002 the answer was obvious, it was Will Young the winner of the first series of Pop Idol in the U.K., or perhaps Gareth Gates who so very nearly won but despite only coming in second, still achieved several number one singles throughout the year. For the second series of Pop Idol, all the elements were back in place, the four judges, the ridiculous early auditions from people who couldn't hold a tune but believed they could, and eventually, ten singers going through to the live finals, televised every Saturday night during the final few months of 2003. Despite two good looking boys, Mark Rhodes and Sam Nixon ( Will and Gareth for series two), it was Michelle McManus a 23-year-old Scottish singer with a big belting voice that won the day. It wasn't so much for her vocal abilities that Michelle (known only by her first name) received all the publicity, but for her outsized weight, which was really unfair, but that's the nature of the record business, which appears to have no room for Mama Cass types in the 21st century. Whether Michelle received public telephone votes out of sympathy or whether the public really wanted to see what 19 Entertainment, the company that was scheduled to sign the winner, would do with an overweight lady as their Pop Idol, or whether they were judging her solely on her big voice, we shall never know, but on the final evening when she was announced the winner, one of the judges, Pete Waterman stormed off the set before being asked to join in the post vote celebrations claiming that this was not his idea of a Pop Idol and he would have nothing to do with it. As expected in the New Year, the song that Michelle had sung on the final show, ""All This Time"" was released as a single and shot straight to number one. One month later in February 2004, her debut album was released. Called The Meaning of Love , it reached number three but soon found its way shooting down the charts and into the bargain bins. Unfortunately the album was either rushed, or badly planned because with a voice as big as Michelle McManus ' she should have been given a set of songs to showcase her undoubted talent. She was not. The single ""All This Time"" was a sort of cross between an All Saints number and a typical charity single release while the second single, ""The Meaning of Love"" was a charity sounding record without the All Saints rhythm, without the multi-vocals, and without much of a tune either. And after these two opening tracks, the album went downhill further with 12 other songs, all over produced medium paced ballads with louder than necessary backing orchestration, drowning any emotional content that Michelle may have given to the songs, all sounding very bland, tuneless, and unmemorable and nearly all with the same key change for the final chorus. The most obvious example of blandness being the Nina Simone hit song ""Feelin' Good"" which is given a makeover here, devoid of any emotion and giving a lie to the possibility that the singer was indeed ""feeling good."" When the title track was released as a single, it only just scraped into the Top 20 and the writing was already on the wall for the Pop Idol career of Michelle McManus . If there is ever to be a next time, give her some decent material.","The context explicitly states that Michelle McManus's single ""All This Time"" was released as a single and shot straight to number one in 2004, making her the Pop Idol who had this number one hit.",35,1,1,1,1,1,0,6057,956,22.66471767425537,1112361947.1679688
qz_1189,"Which Channel 4 TV show's presenters included Mark Lamarr, Amanda De Cadenet and Terry Christian?",The Word,"The Word was a 1990s Channel 4 television programme. Its presenters included Mancunian radio presenter Terry Christian, comedian Mark Lamarr, Dani Behr, Katie Puckrik, Alan Connor, Amanda de Cadenet and ""Hufty"".","The context explicitly states that ""The Word"" was a Channel 4 programme with presenters including Mark Lamarr, Amanda de Cadenet, and Terry Christian.",27,1,1,1,1,1,0,25703,197,10.529342651367188,1112361947.1679688
345,,,,,,,,,,,0,43742,197,10.529342651367188,1112361947.1679688
346,,,,,,,,,,,0,48317,197,10.529342651367188,1112361947.1679688
qz_1221,What is the name given to the largest bee in a hive?,Queen,"The hive is ruled over by a queen bee. She is the largest bee in the hive, and she ... cells and Honey Bee ... hive, are in danger. If a Honey Bee ...","The context explicitly states that the queen bee is the largest bee in the hive, making it the direct answer to the question.",22,1,1,1,1,1,0,29710,168,10.54663610458374,1112361947.1679688
qz_1230,Who won the Ladies singles title at Wimbledon in 2004?,Maria Sharapova,"... 6-4 to become the first Russian to win a Wimbledon singles title, and the third youngest women ... 2004 10 :01 AM Updated 7 ... win a Wimbledon singles ...
wimbledon_2004. Facebook; Twitter; 1 / 20 ... Singles final on the Centre Court at Wimbledon, Sunday, July 4, 2004. Federer won the ... won the Women's Singles final ...
Wimbledon Champions: Women's top 25. ... Steffi Graf was to win a total of seven Wimbledon singles titles up to 1996, ... 2004 One sunny afternoon ...
USATODAY.com - Sharapova topples Williams to win Wimbledon crown
Looking to sell tickets quick?  Register now.
Sharapova topples Williams to win Wimbledon crown
By Stephen Wilson, The Associated Press
WIMBLEDON, England  Completing an improbable journey from the far reaches of Siberia to the pinnacle of the sport, 17-year-old Maria Sharapova beat two-time defending champion Serena Williams 6-1, 6-4 Saturday to win Wimbledon for her first Grand Slam title.
Maria Sharapova never wilted in the women's final against Serena Williams, winning in straight sets for her first Grand Slam title.
By Anja Niedringhaus, AP
She's the first Russian to win a Wimbledon singles title, the third-youngest women's champion in history and, at No. 13, the lowest seeded women's winner since Wimbledon began seeding players in 1927. ""I never, never in my life expected this to happen so fast,"" Sharapova said. ""It's always been my dream to come here and to win. It was never in my mind I would do it this year.""
After Williams hit a forehand into the net to end the 73-minute match, Sharapova dropped to her knees at the baseline and covered her face with her hands. She raised her arms and walked to the net. Williams walked around the net and the two players embraced.
Sharapova pumped her fists, whacked a ball into the stands and climbed into the guest box to hug her father, Yuri. She pulled out a cell phone and tried to call her mother but couldn't get through immediately.
""I turned it on and it keeps turning off — come on, technology,"" she said with a giggle.
Sharapova accepted the winner's trophy — the Venus Rosewater dish — from the Duke of Kent.
""I want to cut up this trophy and give it to everybody, this whole crowd,"" she said.
Turning to Williams, Sharapova said, ""I have to take this trophy from you for one year. I'm sorry. ... I'm sure we're going to be here one more time and hopefully many more times in other Grand Slams and fight for the trophy.""
""It wasn't my day,"" a gracious Williams told the Centre Court crowd. ""Maria played a really good match. Congratulations on your first Grand Slam.""
Sharapova, playing in her first Grand Slam final, put on a virtuoso performance against the six-time Grand Slam winner. She showed no signs of nerves and kept Williams on the defensive, hitting 17 winners and only 11 errors. It was the most lopsided women's final since Steffi Graf beat Monica Seles 6-1, 6-2 in 1992.
""I don't know how I won,"" Sharapova said. ""I don't know what the tactics were. I was in my own little world — I don't know what that world was really.""
And she did it after coming down with a bad sore throat Friday night.
""I was in tears because I didn't think I'd be ready to play a Wimbledon final and win,"" she said.
Sharapova is the youngest woman to capture Wimbledon since Martina Hingis, who was 16 when she won in 1997. The youngest champion was Lottie Dod, who was 15 when she won the 1887 title.
Sharapova halted Williams' bid to become only the third woman in 35 years to win three consecutive titles. She also ended the Williams family's four-year hold on the trophy. Venus Williams won in 2000 and 2001, while Serena beat her older sister in the final the next two years.
""I don't know what happened,"" Williams said. ""I didn't play great and I didn't win.""
Sharapova showed right from the outset that she wasn't intimidated by Williams. She moved her from side to side. She stepped in on short balls and knocked off winners. She mixed searing groundstrokes with topspin lobs. She pumped her fists.
""She's kind of like me,"" Williams said. ""She doesn't back off, she keeps giving it her all.""
From 1-1, Sharapova won five straight games to win the opening set in 30 minutes. Williams went up a break at 4-2 in the second, but Sharapova broke right back and won the last four games.
Sharapova was born in Siberia and moved at a young age to the Black Sea resort of Sochi. When she was 5, she was spotted by Martina Navratilova at a clinic in Moscow. She moved to Florida at 7 and joined Nick Bollettieri's tennis academy at 9.
The 6-foot blonde has a modeling contract, drawing comparisons to Anna Kournikova. But, unlike Kournikova, she can win tournaments. Sharapova had three tour titles coming into Wimbledon.
Robert Landsdorp, who has coached Sharapova in California, said he never expected her to win Wimbledon so soon.
""I don't remember when I saw somebody so young come in and play like that in their first final,"" he said.","The context explicitly states that Maria Sharapova defeated Serena Williams in the Women's Singles final with a score of 6–1, 6–4, making her the first Russian to win a Wimbledon singles title and the third-youngest women's champion in history.",45,1,1,1,1,1,0,21011,1440,37.24904489517212,1112361947.1679688
qz_1249,What is the alcoholic ingredient of Irish coffee?,Whiskey,"... easy-to-follow Original Irish Coffee recipe from Follow That Food. ... Ingredients. 1 cup freshly brewed hot coffee; ... This is my favorite alcoholic drink.
These nearby stores have ingredients on ... Irish coffee mugs and ... Next time I will try leaving out the whiskey and just adding Irish cream, which still has alcohol.
baileys ® irish coffee ... ingredients. 2. oz. baileys ... baileys irish cream liqueur. 17% alc/vol. © r & a bailey & co. imported ...
Ireland's top ten drinks of choice. ... Here is our guide on how to make the perfect Irish Coffee. Ingredients ... The refreshing alcoholic cider beverage is most ...
Add some creamy goodness to your cup of joe with a splash of this alcohol-free version of the Irish ... Homemade Irish Cream Recipe ... Ingredients. 1 can ...
Irish Coffee; Irish Winter; Italian Coffee; Kentucky Coffee; Mad Monk; Nutty Irishman; Cold Coffee Cocktail Recipes. ... Alcohol Health & Safety; About ...
Ingredients. 2 ounces whiskey -- Irish whiskey; ... You'd think it would be impossible to be unhappy while sipping an Irish Coffee. ... Scotch Whisky & Irish Whiskey.
Original Irish Coffee Recipe : Food Network
Coffee Drinks
4.6 17
Yeah baby!  Nothing better to take the edge off of a cold. ShirlSumm 2015-02-12T22:50:41Z item not reviewed by moderator and published
I hated it.Never make this recipe. Anshul Bhowmik 2014-12-15T13:08:10Z item not reviewed by moderator and published
Very good AND fairly easy. I used a little less (raw) sugar. Reading through the comments was helpful...great tips...especially about how much to whip the cream. We've had a hard time finding a restaurant that does it right. I got it the first time with this recipe and the tips from others. It looks like it should look like a Guiness with a good head of foam. Linda N. 2014-03-16T20:10:37Z item not reviewed by moderator and published
i've made this recipe probably a dozen times and i have to say, the biggest variant is the coffee beans used, the method and of course just make sure you have brown sugar.  Honestly i haven't played around with the type of whiskey so much, but from what i gather it could be another variable to making the perfect irish coffee.  Like others have said make sure the cream is only slightly whipped, too much and it just sits as a blob atop the drink, preventing any liquid from passing through it. You know you have whipped it right, if over time it slowly starts incorporating with the drink. Jay O'Connor 2014-02-08T18:30:07Z item not reviewed by moderator and published
I filled up a 1 oz shot glass to the brim with Jamesons (luckily, i had just purchased some heavy cream) and it was delicious.  I had two cups Christmas morning.  Oh, and I added, just the slightest drop of Peppermint extract. anne424 2013-12-26T03:20:50Z item not reviewed by moderator and published
This is the real deal as served at (with slight variations which I will mention) Tom Bergin's in Los Angels and the Golden Gate in San Francisco, two of the several places which claim to have originated the drink.    The key, as explained to me by an old bartender at Tom Bergin's many years ago is slightly -- not fully -- whipped cream.  Whip it until it just begins to thicken, that's all.  Fully whipped cream is not correct and really changes the drink for the worse.  Whipped cream from a can is -- well, any port in a storm I guess, if that's all you have.    Tom Bergin's made the drink with two teaspoons of white sugar.  A tablespoon is really excessive -- both two teaspoons and one tablespoon (as specified here) create a tooth-rattlingly sweet drink.  My preference is for a level teaspoon, but you should sweeten to taste.  White/brown/turbinado, any sugar will do and doesn't make too much difference to the drink.  The important thing is to start with good coffee! Jenni Mitten 2013-11-19T05:05:24Z item not reviewed by moderator and published
Similar to variations of Margaritas or Sangria...this recipe for Irish coffee is delicious.  We had a brunch and featured 3 well known Irish coffees.  This recipe was the winner.  Enjoy! Annie, Fremont, CA annie r. 2013-07-14T19:26:38Z item not reviewed by moderator and published
So good and so easy.  Even better than what I have had at restaurants.  Erin go bragh! Big Sky Chick 2013-03-17T21:49:18Z item not reviewed by moderator and published
My personal variation uses demerara sugar instead of brown sugar. And it is really good. Shadowbird712 2013-03-17T12:19:13Z item not reviewed by moderator and published
Fantastic!  After going to Ireland the one thing I noticed was the use of raw sugar not brown sugar in the coffee. However the did call it brown sugar. Highly recommend going to Ireland to have one, or two ;. Wonderful!!! FRLFCLVR 2012-07-08T19:51:04Z item not reviewed by moderator and published
[...]",The context explicitly states that Irish coffee includes Irish whiskey as one of its key ingredients. The answer is directly supported by the mention of whiskey in the recipe and variations of the drink.,28,1,1,1,1,1,0,11723,1330,32.7776837348938,1112361947.1679688
qz_1291,In which year did St George die?,303,"St George - Patron Saint of England
... But who was St. George, ... died on St. George’s ... Day - Saint Piran’s Day is celebrated each year on 5 March ...
Saint George and the ... Church celebrates three St. George feast days each year -April 23 as is ... high military position but you preferred to die for your ...
St. George Biography Author. ... St. George, Christian patron ... Famous People Who Died in Lod [traditionally Lydda, Palestine] Famous Religion;
St George - Patron Saint of England
St George - Patron Saint of England
Navigation
By  Ben Johnson   |   Comments
Every nation has its own ‘Patron Saint’ who in times of great peril is called upon to help save the country from its enemies. St David is the patron saint of Wales, St Andrew of Scotland and St Patrick of Ireland - St George being the patron saint of England.
But who was St. George, and what did he do to become England’s Patron Saint?
Very little is known about St. George’s life, but it is thought he was a high ranking officer in the Roman army who was killed in around AD 303.
It seems that the Emperor Diocletian had St. George tortured to make him deny his faith in Christ. However despite some of the most terrible torture even for that time, St George showed incredible courage and faith and was finally beheaded near Lydda in Palestine. His head was later taken to Rome where it was interred in the church dedicated to him.
Stories of his strength and courage soon spread throughout Europe. The best-known story about St. George is his fight with a dragon, but it is highly unlikely that he ever fought a dragon, and even more unlikely that he ever visited England, however his name was known there as early as the eighth-century.
In the Middle Ages the dragon was commonly used to represent the Devil. Unfortunately the many legends connected with St. George’s name are fictitious, and the slaying of the ‘Dragon’ was first credited to him in the 12th century.
St. George, so the story goes, killed a dragon on the flat topped Dragon Hill in Uffington, Berkshire, and it is said that no grass grows where the dragon’s blood trickled down!
It was probably the 12th century Crusaders however who first invoked his name as an aid in battle.
King Edward III made him the Patron Saint of England when he formed the Order of the Garter in St. George's name in 1350, and the cult of the Saint was further advanced by King Henry V , at the battle of Agincourt in northern France.
Shakespeare made sure that nobody would forget St. George, and has King Henry V finishing his pre-battle speech with the famous phrase, ‘Cry God for Harry, England and St. George!’
King Henry himself, who was both warlike and devout, was thought by his followers to possess many of the saint’s characteristics.
The Tomb of St George, Lod, Israel
In England St. George’s Day is celebrated, and his flag flown, on his feast day, April 23rd.
An interesting piece of trivia - Shakespeare was born on St. George’s Day 1564, and if the story is to be believed, died on St. George’s Day 1616.
An appropriate end perhaps for the man who helped to immortalise the Saint in English tradition.
St. George - Saints & Angels - Catholic Online
Saints & Angels
Author and Publisher - Catholic Online
Facts
Take the Saints Trivia Quiz now!
It is uncertain when Saint George was born and historians continue to debate to this day. However, his death date is estimated to be April 23 303 A.D.
The first piece of evidence of George's existance appeared within the works of the Bollandists Daniel Papebroch, Jean Bolland, and Godfrey Henschen's Bibliotheca Hagiographica Graeca. George was one of several names listed in the historical text, and Pope Gelasius claimed George was one of the saints ""whose names are justly reverenced among men, but whose actions are known only to God.""
George was born to a Gerontios and Polychronia, a Roman officer and a Greek native of Lydda. Both were Christians from noble families of the Anici and George, Georgios in the original Greek, was raised to follow their faith.
When George was old enough, he was welcomed into Diocletian's army. by his late 20's, George became a Tribunus and served as an imperial guard for the Emperor at Nicomedia.
On February 24, 303 A.D., Diocletian, who hated Christians, announced that every Christian the army passed would be arrested and every other soldier should offer a sacrifice to the Roman gods.
George refused to abide by the order and told Diocletian, who was angry but greatly valued his friendship with George's father.
When George announced his beliefs before his peers, Diocletian was unable to keep the news to himself.
In an effort to save George, Diocletian attempted to convert him to believe in the Roman gods, offered him land, money and slaves in exchange for offering a sacrifice to the Roman gods, and made several other offers that George refused.
[...]","The context explicitly mentions that St. George's death date is estimated to be April 23, 303 A.D., and that he was decapitated on that date. Therefore, the year of his death is 303.",20,1,1,1,1,1,0,10582,1337,30.96640372276306,1112361947.1679688
qz_1345,What are the names of the Four Horseman of the Apocalypse?,"War, Famine, Pestilence and Death","The Four Horsemen of the Apocalypse are a quartet of immensely powerful entities that personified the four prime concepts that drive the Apocalypse. They are respectively known as: War , Famine , Pestilence , and Death .","The context explicitly lists the names of the Four Horsemen of the Apocalypse as War, Famine, Pestilence, and Death.",17,1,1,1,1,1,0,3786,189,5.620742559432983,1112361947.1679688
352,,,,,,,,,,,0,43785,189,5.620742559432983,1112361947.1679688
353,,,,,,,,,,,0,39499,189,5.620742559432983,1112361947.1679688
qz_1380,"In a standard deck of cards, how many Kings have a moustache?",Three,"There are four kings in a standard deck of playing cards. One king belongs to each of the four suits: hearts, diamonds, clubs and... Star Gazing; Yoga; Sea Creatures;
Playing Card Frequencies. A standard deck of 52 playing cards ... In many card games, the kinds ... without returning the first card to the deck and replacing it with ...
Solutions to Sample Exam #1. ... There are 4 kings in a standard deck of 52 cards, so there are 4 C 2 = 4 P 2 / 2! = (4×3) / (2×1) = 12 / 2 = 6 ways to select two ...
How many kings are in a deck of cards? | Reference.com
How many kings are in a deck of cards?
A:
Quick Answer
There are four kings in a standard deck of playing cards. One king belongs to each of the four suits: hearts, diamonds, clubs and spades.
Full Answer
The king is the highest ranking of the three face card types. After the king comes the queen and then the jack. In most games, the ace is the highest ranking card and the only card ranked above a king. A standard deck of cards contains 52 total cards that are divided evenly among the four suits. In addition to the face cards and the aces, there are cards in each suit for the numbers two through ten.
Playing Card Frequencies
We use MathJax
Playing Card Frequencies
A standard deck of 52 playing cards consists of 4 suits, with 13 kinds in each suit.  In many  card games, the kinds are ranked, and are often referred to as the ranks of the cards.  In some  games, the suits are also ranked.
Image from www.jfritz.com/cards
In the picture above, the four rows are the four suits.  The clubs are all in the first row, followed by the spades, then the hearts, and last the diamonds.  Among the 13 kinds, we find the numbers 2 through 10, and four other kinds.  The A stands for ace,  the J for jack, the Q for queen, and the K for king.  The jack, queen, and king are often referred  to as face cards.
In many card games, a player has a number of cards, and this is referred to as his hand.  In a few  card games, the order in which the cards are received will matter, but more often a player receives  all of the cards for his hand at one time.  It should be noted that when cards make up a hand,   the same card cannot appear twice.  In other words, selections of cards to create a hand are  done ""without replacement"" (that is, without returning the first card to the deck and replacing  it with a second).
Determining Frequencies of Different Events
The number of ways any particular event can happen will depend upon the number of cards that form  a hand.  Let us begin with the simplest possible hand, a single card.  (Most players would not  even consider this a hand, since it has only one card, but mathematicians always include the  extreme cases when creating their definitions.)
The number of ways to have a heart is 13, since there are 13 hearts.
The number of ways to not have a heart is 39, since there are 39 cards that are not hearts.
The number of ways to have a queen is 4, since there are 4 queens.
The number of ways to not have a queen is 48, since there are 48 cards that are not queens.
The number of ways to have a face card is 12, since there are 3 kinds that are face cards,  in four suits each.
When a hand consists of multiple cards, the events are much more interesting.  Suppose a hand  consists of three cards.  There are   ${}_{52} C_3 = 22100$ ways to choose such a hand.
Let us consider a single suit, say hearts.
The number of ways to have three hearts is   ${}_{13} C_3 = 286$,   since any three  hearts can be chosen from the 13 available hearts to make up the hand.
The number of ways to have two hearts and one other card that is not a heart is   $({}_{13} C_2)({}_{39} C_1) = 78 \times 39 = 3328$.   In this computation, we chose 2 of the 13  available hearts, and one of the other 39 cards to make up the hand.
The number of ways to have one heart and two other cards is   $({}_{13} C_1)({}_{39} C_2) = 13 \times 741 = 9633$.   We chose 1 of the 13 hearts, and two of  the other 39 cards to make up the hand.
The number of ways to have no hearts at all is   ${}_{39} C_3 = 9139$,   where we have chosen all 3 cards from the 39 that are not hearts.
It can be verified that the four results above in fact add to 22100, the total number of ways that  something can happen.  The fact that we used hearts as the suit was irrelevant, the same frequencies  would occur if the suit had been spades (or diamonds, or clubs).
We can do variations on that theme as well.
The number of ways to have two hearts and one diamond is   $({}_{13} C_2)({}_{13} C_1) = 78 \times 13 = 1014$.   Here, we chose 2 of the 13 hearts, and  one of the 13 diamonds.
The number of ways to have at least two hearts is   $({}_{13} C_2)({}_{39} C_1) + {}_{13} C_3 = 78 \times 39 + 286 = 3328$.   To do this problem,  we had to break ""at least two"" into the cases ""exactly two"" and ""exactly three"".
[...]","The context mentions that there are four kings in a standard deck of playing cards, one for each suit. However, it does not provide any information about the physical characteristics of the kings, such as whether they have a moustache. The answer ""Three"" is derived from external knowledge not present in the given context.",44,0,0,0,0,0,0,16364,1514,38.278013944625854,1112361947.1679688
355,,,,,,,,,,,0,33828,1514,38.278013944625854,1112361947.1679688
qz_1384,The Canary Islands are named after what animal?,Dog,"The Canary Islands were named after what animal? Update Cancel. Answer Wiki. 1 Answer. ... Why did Guanche, the language spoken in the Canary Islands, disappear? What Animals Were the Canary Islands Named After? ... But the Canary Islands, ... Who Was Jane Goodall and How Is Goodall’s Work With Chimpanzees Important To ... What animal are the Canary Islands named after? Wrong, sorry. ... Dogs have been important in the Canary Islands in all known history, ... The Canary Islands in the Pacific are named after what animal ? ... What is certain is that the name of the islands does not derive from the canary bird; rather, the birds are named after the islands. ... The name Islas Canarias is likely derived from the Latin name Canariae Insulae, meaning ""Island of the Dogs"", According to the historian Pliny the Elder, the Mauretanian king Juba II named the island Canaria because it contained ""vast multitudes of dogs of very large size"". It is believed the dogs may actually be the Monk Seals (canis marinus or ""sea dog"" was a Latin term for 'seal' [ A modern days species believed to be the same Monk Sweals (Earless Seals) is the Mediterranean Monk Seal, Monachus monachus (critically endangered), Hawaiian Monk Seal, Monachus schauinslandi (critically endangered) or the now extinct Caribbean Monk Seal, Monachus tropicalis. Posted by ... What Animals Were the Canary Islands Named After? ... Animals experts ... ... a relatively new companion animal to the ... the Canary Islands; the islands were named after the dogs kept by ... for the Health of Your Pet Birds ... ... Canary Islands . ... (Gallotia simonyi), if this animal is not already extinct. ... itself, named after the islands rather than vice versa, ... A short period of time after the Canary Islands became part of the Spanish Kingdom the ships of ... People think that the Canary Islands get their name from ... The Canary Islands were named after what animal? - Quora Quora Written Dec 11, 2014 Named after dogs, actually. The colonizers were intrigued to find dogs along with the native people that lived there. There is an old word for dog in Spanish, which is ""can"", and so they were named ""Islas Canarias"". The shield of the islands has two dogs, one on each side, to allude to this. Updated Nov 24 My U.S. Government teacher gave me a B+ on my senior term paper. I was happy. Then he said, ""I would have given you an A but I know you wrote this yesterday and typed it today. It wouldn't be fair for me to give you an A when I'm failing another student who worked on it the full six weeks."" My answer to him was it's not my fault, nor should I be punished, because I can write an A paper in two da ... What Animals Were the Canary Islands Named After? @ Super Beefy | Filed Under: Odds 1 Comment That may sound like a foolish question. But the Canary Islands, which are located in the Atlantic Ocean off the coast of Africa, were not named after the yellow finches called canaries they were named after dogs! When the ancient Romans first reached these islands, they found many wild dogs running loose. So, they called this new land Insulae Canariae, which means ""Islands of the Dogs."" In fact, the birds we call canaries got their name o from the islands, and not vice versa, because these birds were first discovered in the Canary Islands! Read More James' Jetsam - Your Cruise Expert: What animal are the Canary Islands named after? Recommend me to your friends Monday, 12 July 2010 What animal are the Canary Islands named after? Wrong, sorry. Anyone you just said canarys can go to the back of the class. The little yellow birds that Tweety Pie is based on are called Canarys because they come from the Canary Islands , not the other way around. The archipelago actually gets its name from dogs. The Romans, upon first discovering the islands called them the Isle of Dogs, so their modern name is derived from the old Latin Insula Canaria, after the large number of both wild and domesticated dogs they found there. Dogs have been important in the Canary Islands in all known history, going right back to the ancient, Guanche, inhabitants. Archaeological excavations in several burial caves in Tenerife have shown that the dog was buried with his master, so it could ""guide the soul to the region of the dead"". The importance of dogs to the islands continues right through to today, with dogs even being a main feature on the official coat of arms for the islands. Happy Cruising ANYTIME WILDLIFE North America: The Canary Islands in the Pacific are named after what animal ? The Canary Islands in the Pacific are named after what animal ? Do you know which animal the Canary Islands is named after? What is certain is that the name of the islands does not derive from the canary bird; rather, the birds are named after the islands. The name Islas Canarias is likely derived from the Latin name Canariae Insulae, meaning ""Island of the Dogs"", According to the historian Pliny the Elder, the Mauretanian king Juba II named the island Canaria because it contained ""vast multitudes of dogs of very large size"". It is believed the dogs may actually be the Monk Seals (canis marinus or ""sea dog"" was a Latin term for 'seal' [ A modern days species believed to be the same Monk Sweals (Earless Seals) is the Mediterranean Monk Seal, Monachus monachus (critically endangered), Hawaiian Monk Seal, Monachus schauinslandi (critically endangered) or the now extinct Caribbean Monk Seal, Monachus tropicalis. Posted by What Animals Were the Canary Islands Named After? What Animals Were the Canary Islands Named After? 2 Answers 0 That may sound like a foolish question. But the Canary Islands, which are located in the Atlantic Ocean off the coast of Africa, were not named after the yellow finches called canaries they were named after dogs! When the ancient Romans first reached these islands, they found many wild dogs running loose. So, they called this new land Insulae Canariae, which means ""Islands of the Dogs."" In fact, the birds we call canaries got their name o from the islands, and not vice versa, because these birds were first discovered in the Canary Islands! Read More ...","The context explicitly states that the Canary Islands were named after dogs, as the Latin name ""Canariae Insulae"" translates to ""Islands of the Dogs."" This is supported by historical accounts of the Romans naming the islands after the large number of wild and domesticated dogs found there, as well as references to the islands' coat of arms featuring dogs.",53,1,1,1,1,1,0,19765,1538,41.064698457717896,1112361947.1679688
